,en_text,th_text
15575,"Chicken,meatball, and broccoli",ไก่ มีตบอลล์ แล้วก็บรอคโคลี
75451,Which place would you want me to call?,อยากให้จองที่อู่ไหนคะ
90910,"Ok. I have What Men Want playing at 3 movie theaters in Macon, GA tonight. Would you like to hear the locations?",โอเค มี 3 โรงมีเมคอน จอร์เจียที่ฉาย วอท เมน วอนท์ คืนนี้ อยากทราบมั้ยคะ
16950,Can you arrange for an UberX back home in 3 hours?,ช่วยเรียกอูเบอร์เอ็กซ์ไว้ให้ฉํนในอีก 3 ชั่วโมงได้มั้ย
165381,it looks like one lyft will be arriving in 5 minutes and the other lyft will be arriving in 9 minutes.,ดูเหมือนจะมีมีรถลิฟท์คันหนึ่งจะไปถึงในอีก 5 นาที และอีกคันหนึ่งจะไปถึงในอีก 9 นาทีนะคะ
12185,"No problem, can you provide me all the information so I can book a movie for you?",ไม่มีปัญหาค่ะ ขอข้อมูลสำหรับการจองด้วยค่ะ
200765,Would you like any additional assistance?,อยากได้ความช่วยเหลืออะไรเพิ่มมั้ยคะ
179765,i found a showtime at 8:55pm at the Cinemark Fairfax Corner and XD.,เจอรอบ 2 ทุ่ม 55 นาทีที่โรงซินิมาร์ค แฟร์แฟกซ์ คอร์เนอร์ แอนด์ เอ็กซ์ดีค่ะ
143273,"gross, ok. what size",หยี โอเคค่ะ ถาดอะไรคะ
31281,ok i was just wondering.can you send the ticket to me in a text?,โอเค แค่สงสัย ช่วยส่งตั๋วมาทางข้อความได้มั้ย
25965,It sounds like a screeching noise,มันเป็นเสียงดังเอี๊ยด ๆ
2506,I'll pick them up.,เดี๋ยวไปรับเองค่ะ
9191,"yum, thanks so much",ดีเลย ขอบคุณมากค่ะ
180863,about 15 minutes.,ประมาณ 15 นาทีค่ะ
104495,"That would be me, John Jacobson. My Phone number is 999-999-9999.",ฉันเอง จอห์น เจคอบสัน เบอร์ 999-999-9999
111310,That would be tomorrow at 8:30 am is that okay?,เป็นพรุ่งนี้ 8 โมงครึ่งได้มั้ยคะ
198372,where would you like to pick up your coffee?,อยากไปรับที่สาขาไหนดีคะ?
145671,And your destination is the Troubadour in West Hollywood?,และจุดหมายของคุณคือทรูบาดูร์ในเวสท์ ฮอลลีวู้ดใช่มั้ยคะ?
32410,Martini Modern Italian has 4 stars.,มาตินี่โมเดิร์นอิตาเลียนมีสี่ดาวค่ะ
141541,"Yes, that's correct. I hate Uber Pool because of the amount of time it can take and I hate sharing rides with another passenger.",ใช่ค่ะ เราไม่ชอบอูเบอร์พูลเลย รอนานแล้วต้องใช้รถร่วมกับคนอื่น
32652,I need a coffee.,ฉันอยากกินกาแฟหน่อยค่ะ
5563,"Yes, party of 6 and see if they have a large outside dining table big enough for 6 people.",ค่ะ 6 ที่ค่ะ แล้วก็ช่วยเช็คหน่อยค่ะว่าที่ร้านมีโต๊ะใหญ่ ๆ แบบนั่งได้ 6 คนอยู่ด้านนอกร้านบ้างรึเปล่า
156307,"I heard two mocha americanos, is that right?",ฉันได้ยิน มอคค่า อเมริกาโน 2 แก้ว ถูกต้องไหมคะ
162793,"Elephant Bar Restaurant, do they have a happy hour?",แล้วร้านอีเลเฟ่นบาร์มีโปรโชั่นประจำวันไหม
89888,Do you have anything for tomorrow?,มีอันไหนพรุ่งนี้ไหมคะ
69377,A teaspoon of raw sugar and a sprinkle of cinnamon,เอาน้ำตาลทรายดิบ1ช้อนชา กับโรยผงซินนามอนให้ด้วยนิดนึงนะ
26025,"Ok, well, do you want another meat or a veggie on it?",โอเคค่ะ แล้วอยากสั่งเนื้อหรือผักไปอีกอย่างมั้ยคะ
222359,"ok, your reservation is confirmed for tomorrow at ananda fuara at 8pm for 3 people.",รับทราบค่ะ กจองโต๊ะเสร็จสิ้นค่ะ ที่ร้านอานันดา ฟัวร่า พรุ่งนี้เวลา 2 ทุ่ม สำหรับ 3 ที่นะคะ
10603,You’re very welcome. Enjoy the ride.,ด้วยความยินดีอย่างยิ่งค่ะ เดินทางโดยสวัสดิภาพค่ะ
14659,"Unfortunately, Cheeseburger Pizza is not an option. Is there something else you would like instead?",ขอโทษด้วยค่ะ พิซซ่าหน้าชีสเบอร์เกอร์ไม่มีขายในขณะนี้ค่ะ รับหน้าอื่นแทนมั้ยคะ
158686,sure! it's (916) 441-6022.,มีค่ะ! เบอร์ (916) 441-6022 ค่ะ
89016,"Thank you, what are my tickets and row.",โอเค เราได้ที่นั่งแถวไหนคะ
49310,When do you need it repaired?,อยากให้ซ่อมเสร็จเมื่อไหร่คะ
204837,"The 10:25 p.m., please.",รอบ 4 ทุ่ม 25 จ้ะ
119267,"Got it, and what problem are you having?",ค่ะ แล้วรถมีปัญหาอะไรคะ
106347,Your tickets should be texted to you in a couple minutes.,ตั๋วจะส่งไปทางข้อความในอีกไม่กี่นาทีค่ะ
51698,"Also, you'll get your receipt via text on your phone.",แล้วก็ จะได้รับใบเสร็จทางโทรศัพท์นะคะ
99137,Okay. Please go ahead.,โอเคค่ะ ช่วยจองให้ด้วยนะคะ
191133,I can hear myself in the background. Did you remember to put on headphones or earbuds?,ได้ยินเสียงสะท้อนค่ะ ได้ใส่หูฟังไว้มั้ยคะ
66586,"Thank you that's really great. No, that's all. Thank you so much for your help.",ขอบคุณนะคะ นั่นเยี่ยมจริง ๆ ค่ะ ไม่ค่ะ แค่นี้ล่ะค่ะ ขอบคุณมาก ๆ ที่ช่วยนะคะ
